donor,region,roi,subtype,r_um,L_minus_r
HPAP-004,Body of pancreas,ROI1,cd8_t,10,25.36
HPAP-004,Body of pancreas,ROI1,cd8_t,20,15.36
HPAP-004,Body of pancreas,ROI1,cd8_t,30,5.36
HPAP-004,Body of pancreas,ROI1,cd8_t,40,21.25
HPAP-004,Body of pancreas,ROI1,cd8_t,50,29.07
HPAP-004,Body of pancreas,ROI1,cd8_t,60,19.07
HPAP-004,Body of pancreas,ROI1,cd8_t,70,16.62
HPAP-004,Body of pancreas,ROI1,cd8_t,80,20.02
HPAP-004,Body of pancreas,ROI1,cd8_t,90,16.09
HPAP-004,Body of pancreas,ROI1,cd8_t,100,6.09
HPAP-004,Body of pancreas,ROI1,cd8_t,110,7.29
HPAP-004,Body of pancreas,ROI1,cd8_t,120,2.5
HPAP-004,Body of pancreas,ROI1,cd8_t,130,6.96
HPAP-004,Body of pancreas,ROI1,cd8_t,140,1.45
HPAP-004,Body of pancreas,ROI1,cd8_t,150,0.03
HPAP-004,Body of pancreas,ROI1,cd8_t,160,5.87
HPAP-004,Body of pancreas,ROI1,cd8_t,170,6.81
HPAP-004,Body of pancreas,ROI1,cd8_t,180,10.43
HPAP-004,Body of pancreas,ROI1,cd8_t,190,10.04
HPAP-004,Body of pancreas,ROI1,cd8_t,200,6.2
HPAP-004,Body of pancreas,ROI1,macrophage,10,0.23
HPAP-004,Body of pancreas,ROI1,macrophage,20,11.95
HPAP-004,Body of pancreas,ROI1,macrophage,30,18.26
HPAP-004,Body of pancreas,ROI1,macrophage,40,21.17
HPAP-004,Body of pancreas,ROI1,macrophage,50,26.22
HPAP-004,Body of pancreas,ROI1,macrophage,60,26.51
HPAP-004,Body of pancreas,ROI1,macrophage,70,29.06
HPAP-004,Body of pancreas,ROI1,macrophage,80,31.49
HPAP-004,Body of pancreas,ROI1,macrophage,90,33.2
HPAP-004,Body of pancreas,ROI1,macrophage,100,31.62
HPAP-004,Body of pancreas,ROI1,macrophage,110,32.23
HPAP-004,Body of pancreas,ROI1,macrophage,120,31.41
HPAP-004,Body of pancreas,ROI1,macrophage,130,30.88
HPAP-004,Body of pancreas,ROI1,macrophage,140,30.66
HPAP-004,Body of pancreas,ROI1,macrophage,150,29.99
HPAP-004,Body of pancreas,ROI1,macrophage,160,28.44
HPAP-004,Body of pancreas,ROI1,macrophage,170,27.13
HPAP-004,Body of pancreas,ROI1,macrophage,180,25.39
HPAP-004,Body of pancreas,ROI1,macrophage,190,22.4
HPAP-004,Body of pancreas,ROI1,macrophage,200,19.73
HPAP-004,Body of pancreas,ROI1,other_immune,10,-4.04
HPAP-004,Body of pancreas,ROI1,other_immune,20,1.72
HPAP-004,Body of pancreas,ROI1,other_immune,30,1.73
HPAP-004,Body of pancreas,ROI1,other_immune,40,2.55
HPAP-004,Body of pancreas,ROI1,other_immune,50,2.51
HPAP-004,Body of pancreas,ROI1,other_immune,60,2.09
HPAP-004,Body of pancreas,ROI1,other_immune,70,1.34
HPAP-004,Body of pancreas,ROI1,other_immune,80,1.31
HPAP-004,Body of pancreas,ROI1,other_immune,90,1.12
HPAP-004,Body of pancreas,ROI1,other_immune,100,0.75
HPAP-004,Body of pancreas,ROI1,other_immune,110,-0.12
HPAP-004,Body of pancreas,ROI1,other_immune,120,-1.2
HPAP-004,Body of pancreas,ROI1,other_immune,130,-2.05
HPAP-004,Body of pancreas,ROI1,other_immune,140,-3.31
HPAP-004,Body of pancreas,ROI1,other_immune,150,-5.01
HPAP-004,Body of pancreas,ROI1,other_immune,160,-6.7
HPAP-004,Body of pancreas,ROI1,other_immune,170,-8.59
HPAP-004,Body of pancreas,ROI1,other_immune,180,-10.39
HPAP-004,Body of pancreas,ROI1,other_immune,190,-11.91
HPAP-004,Body of pancreas,ROI1,other_immune,200,-13.84
HPAP-004,Body of pancreas,ROI3,cd8_t,10,27.02
HPAP-004,Body of pancreas,ROI3,cd8_t,20,32.35
HPAP-004,Body of pancreas,ROI3,cd8_t,30,22.35
HPAP-004,Body of pancreas,ROI3,cd8_t,40,12.35
HPAP-004,Body of pancreas,ROI3,cd8_t,50,2.35
HPAP-004,Body of pancreas,ROI3,cd8_t,60,4.11
HPAP-004,Body of pancreas,ROI3,cd8_t,70,-5.89
HPAP-004,Body of pancreas,ROI3,cd8_t,80,-5.97
HPAP-004,Body of pancreas,ROI3,cd8_t,90,0.67
HPAP-004,Body of pancreas,ROI3,cd8_t,100,-2.07
HPAP-004,Body of pancreas,ROI3,cd8_t,110,7.05
HPAP-004,Body of pancreas,ROI3,cd8_t,120,13.46
HPAP-004,Body of pancreas,ROI3,cd8_t,130,18.06
HPAP-004,Body of pancreas,ROI3,cd8_t,140,21.35
HPAP-004,Body of pancreas,ROI3,cd8_t,150,19.63
HPAP-004,Body of pancreas,ROI3,cd8_t,160,9.63
HPAP-004,Body of pancreas,ROI3,cd8_t,170,11.34
HPAP-004,Body of pancreas,ROI3,cd8_t,180,8.74
HPAP-004,Body of pancreas,ROI3,cd8_t,190,9.34
HPAP-004,Body of pancreas,ROI3,cd8_t,200,2.74
HPAP-004,Body of pancreas,ROI3,macrophage,10,19.81
HPAP-004,Body of pancreas,ROI3,macrophage,20,31.63
HPAP-004,Body of pancreas,ROI3,macrophage,30,35.81
HPAP-004,Body of pancreas,ROI3,macrophage,40,40.95
HPAP-004,Body of pancreas,ROI3,macrophage,50,44.26
HPAP-004,Body of pancreas,ROI3,macrophage,60,46.43
HPAP-004,Body of pancreas,ROI3,macrophage,70,49.23
HPAP-004,Body of pancreas,ROI3,macrophage,80,47.77
HPAP-004,Body of pancreas,ROI3,macrophage,90,45.78
HPAP-004,Body of pancreas,ROI3,macrophage,100,44.11
HPAP-004,Body of pancreas,ROI3,macrophage,110,44.52
HPAP-004,Body of pancreas,ROI3,macrophage,120,41.89
HPAP-004,Body of pancreas,ROI3,macrophage,130,40.25
HPAP-004,Body of pancreas,ROI3,macrophage,140,39.15
HPAP-004,Body of pancreas,ROI3,macrophage,150,37.92
HPAP-004,Body of pancreas,ROI3,macrophage,160,41.33
HPAP-004,Body of pancreas,ROI3,macrophage,170,41.29
HPAP-004,Body of pancreas,ROI3,macrophage,180,41.3
HPAP-004,Body of pancreas,ROI3,macrophage,190,39.44
HPAP-004,Body of pancreas,ROI3,macrophage,200,37.99
HPAP-004,Body of pancreas,ROI3,other_immune,10,-3.63
HPAP-004,Body of pancreas,ROI3,other_immune,20,-0.36
HPAP-004,Body of pancreas,ROI3,other_immune,30,0.18
HPAP-004,Body of pancreas,ROI3,other_immune,40,1.17
HPAP-004,Body of pancreas,ROI3,other_immune,50,0.22
HPAP-004,Body of pancreas,ROI3,other_immune,60,-0.57
HPAP-004,Body of pancreas,ROI3,other_immune,70,-0.62
HPAP-004,Body of pancreas,ROI3,other_immune,80,-1.4
HPAP-004,Body of pancreas,ROI3,other_immune,90,-1.8
HPAP-004,Body of pancreas,ROI3,other_immune,100,-1.78
HPAP-004,Body of pancreas,ROI3,other_immune,110,-2.53
HPAP-004,Body of pancreas,ROI3,other_immune,120,-3.83
HPAP-004,Body of pancreas,ROI3,other_immune,130,-5.1
HPAP-004,Body of pancreas,ROI3,other_immune,140,-6.39
HPAP-004,Body of pancreas,ROI3,other_immune,150,-7.69
HPAP-004,Body of pancreas,ROI3,other_immune,160,-9.06
HPAP-004,Body of pancreas,ROI3,other_immune,170,-10.51
HPAP-004,Body of pancreas,ROI3,other_immune,180,-11.95
HPAP-004,Body of pancreas,ROI3,other_immune,190,-13.23
HPAP-004,Body of pancreas,ROI3,other_immune,200,-14.92
HPAP-004,Body of pancreas,ROI4,cd8_t,10,34.21
HPAP-004,Body of pancreas,ROI4,cd8_t,20,24.21
HPAP-004,Body of pancreas,ROI4,cd8_t,30,14.21
HPAP-004,Body of pancreas,ROI4,cd8_t,40,29.9
HPAP-004,Body of pancreas,ROI4,cd8_t,50,32.7
HPAP-004,Body of pancreas,ROI4,cd8_t,60,22.7
HPAP-004,Body of pancreas,ROI4,cd8_t,70,28.85
HPAP-004,Body of pancreas,ROI4,cd8_t,80,23.67
HPAP-004,Body of pancreas,ROI4,cd8_t,90,18.28
HPAP-004,Body of pancreas,ROI4,cd8_t,100,16.96
HPAP-004,Body of pancreas,ROI4,cd8_t,110,6.96
HPAP-004,Body of pancreas,ROI4,cd8_t,120,1.07
HPAP-004,Body of pancreas,ROI4,cd8_t,130,-4.96
HPAP-004,Body of pancreas,ROI4,cd8_t,140,-7.38
HPAP-004,Body of pancreas,ROI4,cd8_t,150,-10.21
HPAP-004,Body of pancreas,ROI4,cd8_t,160,-16.75
HPAP-004,Body of pancreas,ROI4,cd8_t,170,-23.38
HPAP-004,Body of pancreas,ROI4,cd8_t,180,-26.86
HPAP-004,Body of pancreas,ROI4,cd8_t,190,-33.7
HPAP-004,Body of pancreas,ROI4,cd8_t,200,-31.66
HPAP-004,Body of pancreas,ROI4,b_cell,10,-10.0
HPAP-004,Body of pancreas,ROI4,b_cell,20,39.07
HPAP-004,Body of pancreas,ROI4,b_cell,30,29.07
HPAP-004,Body of pancreas,ROI4,b_cell,40,19.07
HPAP-004,Body of pancreas,ROI4,b_cell,50,9.07
HPAP-004,Body of pancreas,ROI4,b_cell,60,-0.93
HPAP-004,Body of pancreas,ROI4,b_cell,70,-10.93
HPAP-004,Body of pancreas,ROI4,b_cell,80,-20.93
HPAP-004,Body of pancreas,ROI4,b_cell,90,-30.93
HPAP-004,Body of pancreas,ROI4,b_cell,100,2.32
HPAP-004,Body of pancreas,ROI4,b_cell,110,-7.68
HPAP-004,Body of pancreas,ROI4,b_cell,120,-17.68
HPAP-004,Body of pancreas,ROI4,b_cell,130,-11.85
HPAP-004,Body of pancreas,ROI4,b_cell,140,-7.91
HPAP-004,Body of pancreas,ROI4,b_cell,150,-5.3
HPAP-004,Body of pancreas,ROI4,b_cell,160,-3.7
HPAP-004,Body of pancreas,ROI4,b_cell,170,-13.7
HPAP-004,Body of pancreas,ROI4,b_cell,180,-12.91
HPAP-004,Body of pancreas,ROI4,b_cell,190,-22.91
HPAP-004,Body of pancreas,ROI4,b_cell,200,-32.91
HPAP-004,Body of pancreas,ROI4,macrophage,10,3.87
HPAP-004,Body of pancreas,ROI4,macrophage,20,13.97
HPAP-004,Body of pancreas,ROI4,macrophage,30,14.29
HPAP-004,Body of pancreas,ROI4,macrophage,40,11.14
HPAP-004,Body of pancreas,ROI4,macrophage,50,11.4
HPAP-004,Body of pancreas,ROI4,macrophage,60,10.71
HPAP-004,Body of pancreas,ROI4,macrophage,70,13.21
HPAP-004,Body of pancreas,ROI4,macrophage,80,13.24
HPAP-004,Body of pancreas,ROI4,macrophage,90,13.59
HPAP-004,Body of pancreas,ROI4,macrophage,100,13.18
HPAP-004,Body of pancreas,ROI4,macrophage,110,14.81
HPAP-004,Body of pancreas,ROI4,macrophage,120,16.3
HPAP-004,Body of pancreas,ROI4,macrophage,130,15.32
HPAP-004,Body of pancreas,ROI4,macrophage,140,14.68
HPAP-004,Body of pancreas,ROI4,macrophage,150,13.03
HPAP-004,Body of pancreas,ROI4,macrophage,160,10.3
HPAP-004,Body of pancreas,ROI4,macrophage,170,7.71
HPAP-004,Body of pancreas,ROI4,macrophage,180,4.92
HPAP-004,Body of pancreas,ROI4,macrophage,190,1.76
HPAP-004,Body of pancreas,ROI4,macrophage,200,-1.34
HPAP-004,Body of pancreas,ROI4,other_immune,10,-2.69
HPAP-004,Body of pancreas,ROI4,other_immune,20,-0.39
HPAP-004,Body of pancreas,ROI4,other_immune,30,1.06
HPAP-004,Body of pancreas,ROI4,other_immune,40,1.27
HPAP-004,Body of pancreas,ROI4,other_immune,50,0.78
HPAP-004,Body of pancreas,ROI4,other_immune,60,0.96
HPAP-004,Body of pancreas,ROI4,other_immune,70,0.85
HPAP-004,Body of pancreas,ROI4,other_immune,80,0.01
HPAP-004,Body of pancreas,ROI4,other_immune,90,-1.05
HPAP-004,Body of pancreas,ROI4,other_immune,100,-1.74
HPAP-004,Body of pancreas,ROI4,other_immune,110,-2.82
HPAP-004,Body of pancreas,ROI4,other_immune,120,-4.16
HPAP-004,Body of pancreas,ROI4,other_immune,130,-5.05
HPAP-004,Body of pancreas,ROI4,other_immune,140,-6.57
HPAP-004,Body of pancreas,ROI4,other_immune,150,-7.98
HPAP-004,Body of pancreas,ROI4,other_immune,160,-9.4
HPAP-004,Body of pancreas,ROI4,other_immune,170,-11.21
HPAP-004,Body of pancreas,ROI4,other_immune,180,-12.78
HPAP-004,Body of pancreas,ROI4,other_immune,190,-14.45
HPAP-004,Body of pancreas,ROI4,other_immune,200,-16.94
HPAP-004,Body of pancreas,ROI4,fibroblast,10,-1.19
HPAP-004,Body of pancreas,ROI4,fibroblast,20,-4.75
HPAP-004,Body of pancreas,ROI4,fibroblast,30,-8.43
HPAP-004,Body of pancreas,ROI4,fibroblast,40,-8.25
HPAP-004,Body of pancreas,ROI4,fibroblast,50,-8.7
HPAP-004,Body of pancreas,ROI4,fibroblast,60,-8.65
HPAP-004,Body of pancreas,ROI4,fibroblast,70,-4.69
HPAP-004,Body of pancreas,ROI4,fibroblast,80,-5.8
HPAP-004,Body of pancreas,ROI4,fibroblast,90,-1.06
HPAP-004,Body of pancreas,ROI4,fibroblast,100,0.79
HPAP-004,Body of pancreas,ROI4,fibroblast,110,-0.72
HPAP-004,Body of pancreas,ROI4,fibroblast,120,-1.2
HPAP-004,Body of pancreas,ROI4,fibroblast,130,0.62
HPAP-004,Body of pancreas,ROI4,fibroblast,140,-0.48
HPAP-004,Body of pancreas,ROI4,fibroblast,150,-0.81
HPAP-004,Body of pancreas,ROI4,fibroblast,160,-1.73
HPAP-004,Body of pancreas,ROI4,fibroblast,170,-2.22
HPAP-004,Body of pancreas,ROI4,fibroblast,180,-0.6
HPAP-004,Body of pancreas,ROI4,fibroblast,190,-2.98
HPAP-004,Body of pancreas,ROI4,fibroblast,200,-3.68
HPAP-004,Head of pancreas,ROI1,cd8_t,10,4.74
HPAP-004,Head of pancreas,ROI1,cd8_t,20,18.17
HPAP-004,Head of pancreas,ROI1,cd8_t,30,26.75
HPAP-004,Head of pancreas,ROI1,cd8_t,40,32.23
HPAP-004,Head of pancreas,ROI1,cd8_t,50,38.82
HPAP-004,Head of pancreas,ROI1,cd8_t,60,44.75
HPAP-004,Head of pancreas,ROI1,cd8_t,70,51.51
HPAP-004,Head of pancreas,ROI1,cd8_t,80,58.34
HPAP-004,Head of pancreas,ROI1,cd8_t,90,63.38
HPAP-004,Head of pancreas,ROI1,cd8_t,100,67.29
HPAP-004,Head of pancreas,ROI1,cd8_t,110,71.26
HPAP-004,Head of pancreas,ROI1,cd8_t,120,74.98
HPAP-004,Head of pancreas,ROI1,cd8_t,130,78.22
HPAP-004,Head of pancreas,ROI1,cd8_t,140,80.48
HPAP-004,Head of pancreas,ROI1,cd8_t,150,83.12
HPAP-004,Head of pancreas,ROI1,cd8_t,160,85.0
HPAP-004,Head of pancreas,ROI1,cd8_t,170,86.59
HPAP-004,Head of pancreas,ROI1,cd8_t,180,87.66
HPAP-004,Head of pancreas,ROI1,cd8_t,190,88.63
HPAP-004,Head of pancreas,ROI1,cd8_t,200,89.12
HPAP-004,Head of pancreas,ROI1,macrophage,10,9.28
HPAP-004,Head of pancreas,ROI1,macrophage,20,24.53
HPAP-004,Head of pancreas,ROI1,macrophage,30,28.9
HPAP-004,Head of pancreas,ROI1,macrophage,40,40.27
HPAP-004,Head of pancreas,ROI1,macrophage,50,38.35
HPAP-004,Head of pancreas,ROI1,macrophage,60,37.04
HPAP-004,Head of pancreas,ROI1,macrophage,70,37.35
HPAP-004,Head of pancreas,ROI1,macrophage,80,41.43
HPAP-004,Head of pancreas,ROI1,macrophage,90,42.65
HPAP-004,Head of pancreas,ROI1,macrophage,100,40.36
HPAP-004,Head of pancreas,ROI1,macrophage,110,39.76
HPAP-004,Head of pancreas,ROI1,macrophage,120,44.73
HPAP-004,Head of pancreas,ROI1,macrophage,130,46.71
HPAP-004,Head of pancreas,ROI1,macrophage,140,48.91
HPAP-004,Head of pancreas,ROI1,macrophage,150,48.19
HPAP-004,Head of pancreas,ROI1,macrophage,160,47.96
HPAP-004,Head of pancreas,ROI1,macrophage,170,45.56
HPAP-004,Head of pancreas,ROI1,macrophage,180,49.21
HPAP-004,Head of pancreas,ROI1,macrophage,190,49.52
HPAP-004,Head of pancreas,ROI1,macrophage,200,49.16
HPAP-004,Head of pancreas,ROI1,other_immune,10,0.08
HPAP-004,Head of pancreas,ROI1,other_immune,20,5.29
HPAP-004,Head of pancreas,ROI1,other_immune,30,9.06
HPAP-004,Head of pancreas,ROI1,other_immune,40,12.17
HPAP-004,Head of pancreas,ROI1,other_immune,50,15.19
HPAP-004,Head of pancreas,ROI1,other_immune,60,18.74
HPAP-004,Head of pancreas,ROI1,other_immune,70,20.81
HPAP-004,Head of pancreas,ROI1,other_immune,80,23.18
HPAP-004,Head of pancreas,ROI1,other_immune,90,24.82
HPAP-004,Head of pancreas,ROI1,other_immune,100,26.57
HPAP-004,Head of pancreas,ROI1,other_immune,110,27.82
HPAP-004,Head of pancreas,ROI1,other_immune,120,29.27
HPAP-004,Head of pancreas,ROI1,other_immune,130,30.13
HPAP-004,Head of pancreas,ROI1,other_immune,140,30.72
HPAP-004,Head of pancreas,ROI1,other_immune,150,31.04
HPAP-004,Head of pancreas,ROI1,other_immune,160,31.46
HPAP-004,Head of pancreas,ROI1,other_immune,170,31.46
HPAP-004,Head of pancreas,ROI1,other_immune,180,31.21
HPAP-004,Head of pancreas,ROI1,other_immune,190,30.82
HPAP-004,Head of pancreas,ROI1,other_immune,200,30.27
HPAP-004,Head of pancreas,ROI1,fibroblast,10,1.27
HPAP-004,Head of pancreas,ROI1,fibroblast,20,7.37
HPAP-004,Head of pancreas,ROI1,fibroblast,30,10.34
HPAP-004,Head of pancreas,ROI1,fibroblast,40,12.8
HPAP-004,Head of pancreas,ROI1,fibroblast,50,15.0
HPAP-004,Head of pancreas,ROI1,fibroblast,60,15.95
HPAP-004,Head of pancreas,ROI1,fibroblast,70,17.52
HPAP-004,Head of pancreas,ROI1,fibroblast,80,18.48
HPAP-004,Head of pancreas,ROI1,fibroblast,90,19.62
HPAP-004,Head of pancreas,ROI1,fibroblast,100,20.01
HPAP-004,Head of pancreas,ROI1,fibroblast,110,20.29
HPAP-004,Head of pancreas,ROI1,fibroblast,120,20.04
HPAP-004,Head of pancreas,ROI1,fibroblast,130,19.45
HPAP-004,Head of pancreas,ROI1,fibroblast,140,19.34
HPAP-004,Head of pancreas,ROI1,fibroblast,150,19.07
HPAP-004,Head of pancreas,ROI1,fibroblast,160,18.47
HPAP-004,Head of pancreas,ROI1,fibroblast,170,17.66
HPAP-004,Head of pancreas,ROI1,fibroblast,180,16.57
HPAP-004,Head of pancreas,ROI1,fibroblast,190,15.22
HPAP-004,Head of pancreas,ROI1,fibroblast,200,13.8
HPAP-004,Head of pancreas,ROI2,cd4_t,10,65.81
HPAP-004,Head of pancreas,ROI2,cd4_t,20,55.81
HPAP-004,Head of pancreas,ROI2,cd4_t,30,45.81
HPAP-004,Head of pancreas,ROI2,cd4_t,40,35.81
HPAP-004,Head of pancreas,ROI2,cd4_t,50,101.63
HPAP-004,Head of pancreas,ROI2,cd4_t,60,109.52
HPAP-004,Head of pancreas,ROI2,cd4_t,70,99.52
HPAP-004,Head of pancreas,ROI2,cd4_t,80,89.52
HPAP-004,Head of pancreas,ROI2,cd4_t,90,110.58
HPAP-004,Head of pancreas,ROI2,cd4_t,100,100.58
HPAP-004,Head of pancreas,ROI2,cd4_t,110,90.58
HPAP-004,Head of pancreas,ROI2,cd4_t,120,80.58
HPAP-004,Head of pancreas,ROI2,cd4_t,130,70.58
HPAP-004,Head of pancreas,ROI2,cd4_t,140,60.58
HPAP-004,Head of pancreas,ROI2,cd4_t,150,50.58
HPAP-004,Head of pancreas,ROI2,cd4_t,160,40.58
HPAP-004,Head of pancreas,ROI2,cd4_t,170,30.58
HPAP-004,Head of pancreas,ROI2,cd4_t,180,20.58
HPAP-004,Head of pancreas,ROI2,cd4_t,190,24.43
HPAP-004,Head of pancreas,ROI2,cd4_t,200,27.44
HPAP-004,Head of pancreas,ROI2,cd8_t,10,14.18
HPAP-004,Head of pancreas,ROI2,cd8_t,20,14.2
HPAP-004,Head of pancreas,ROI2,cd8_t,30,8.24
HPAP-004,Head of pancreas,ROI2,cd8_t,40,16.72
HPAP-004,Head of pancreas,ROI2,cd8_t,50,18.4
HPAP-004,Head of pancreas,ROI2,cd8_t,60,16.48
HPAP-004,Head of pancreas,ROI2,cd8_t,70,18.86
HPAP-004,Head of pancreas,ROI2,cd8_t,80,21.17
HPAP-004,Head of pancreas,ROI2,cd8_t,90,19.5
HPAP-004,Head of pancreas,ROI2,cd8_t,100,18.48
HPAP-004,Head of pancreas,ROI2,cd8_t,110,13.32
HPAP-004,Head of pancreas,ROI2,cd8_t,120,10.24
HPAP-004,Head of pancreas,ROI2,cd8_t,130,7.87
HPAP-004,Head of pancreas,ROI2,cd8_t,140,8.1
HPAP-004,Head of pancreas,ROI2,cd8_t,150,8.59
HPAP-004,Head of pancreas,ROI2,cd8_t,160,4.91
HPAP-004,Head of pancreas,ROI2,cd8_t,170,5.23
HPAP-004,Head of pancreas,ROI2,cd8_t,180,4.18
HPAP-004,Head of pancreas,ROI2,cd8_t,190,10.16
HPAP-004,Head of pancreas,ROI2,cd8_t,200,10.83
HPAP-004,Head of pancreas,ROI2,macrophage,10,4.7
HPAP-004,Head of pancreas,ROI2,macrophage,20,15.5
HPAP-004,Head of pancreas,ROI2,macrophage,30,23.68
HPAP-004,Head of pancreas,ROI2,macrophage,40,30.5
HPAP-004,Head of pancreas,ROI2,macrophage,50,35.92
HPAP-004,Head of pancreas,ROI2,macrophage,60,37.69
HPAP-004,Head of pancreas,ROI2,macrophage,70,39.84
HPAP-004,Head of pancreas,ROI2,macrophage,80,39.72
HPAP-004,Head of pancreas,ROI2,macrophage,90,39.82
HPAP-004,Head of pancreas,ROI2,macrophage,100,40.61
HPAP-004,Head of pancreas,ROI2,macrophage,110,39.79
HPAP-004,Head of pancreas,ROI2,macrophage,120,41.03
HPAP-004,Head of pancreas,ROI2,macrophage,130,39.31
HPAP-004,Head of pancreas,ROI2,macrophage,140,38.43
HPAP-004,Head of pancreas,ROI2,macrophage,150,37.48
HPAP-004,Head of pancreas,ROI2,macrophage,160,36.85
HPAP-004,Head of pancreas,ROI2,macrophage,170,34.39
HPAP-004,Head of pancreas,ROI2,macrophage,180,32.93
HPAP-004,Head of pancreas,ROI2,macrophage,190,30.74
HPAP-004,Head of pancreas,ROI2,macrophage,200,30.24
HPAP-004,Head of pancreas,ROI2,other_immune,10,-1.0
HPAP-004,Head of pancreas,ROI2,other_immune,20,4.87
HPAP-004,Head of pancreas,ROI2,other_immune,30,5.95
HPAP-004,Head of pancreas,ROI2,other_immune,40,7.46
HPAP-004,Head of pancreas,ROI2,other_immune,50,7.29
HPAP-004,Head of pancreas,ROI2,other_immune,60,7.03
HPAP-004,Head of pancreas,ROI2,other_immune,70,7.0
HPAP-004,Head of pancreas,ROI2,other_immune,80,6.08
HPAP-004,Head of pancreas,ROI2,other_immune,90,5.14
HPAP-004,Head of pancreas,ROI2,other_immune,100,4.77
HPAP-004,Head of pancreas,ROI2,other_immune,110,3.69
HPAP-004,Head of pancreas,ROI2,other_immune,120,2.76
HPAP-004,Head of pancreas,ROI2,other_immune,130,1.63
HPAP-004,Head of pancreas,ROI2,other_immune,140,0.38
HPAP-004,Head of pancreas,ROI2,other_immune,150,-1.11
HPAP-004,Head of pancreas,ROI2,other_immune,160,-2.07
HPAP-004,Head of pancreas,ROI2,other_immune,170,-3.53
HPAP-004,Head of pancreas,ROI2,other_immune,180,-5.37
HPAP-004,Head of pancreas,ROI2,other_immune,190,-7.25
HPAP-004,Head of pancreas,ROI2,other_immune,200,-8.85
HPAP-004,Head of pancreas,ROI3,cd8_t,10,-2.65
HPAP-004,Head of pancreas,ROI3,cd8_t,20,7.12
HPAP-004,Head of pancreas,ROI3,cd8_t,30,12.15
HPAP-004,Head of pancreas,ROI3,cd8_t,40,14.93
HPAP-004,Head of pancreas,ROI3,cd8_t,50,17.34
HPAP-004,Head of pancreas,ROI3,cd8_t,60,19.19
HPAP-004,Head of pancreas,ROI3,cd8_t,70,21.29
HPAP-004,Head of pancreas,ROI3,cd8_t,80,23.38
HPAP-004,Head of pancreas,ROI3,cd8_t,90,23.9
HPAP-004,Head of pancreas,ROI3,cd8_t,100,24.94
HPAP-004,Head of pancreas,ROI3,cd8_t,110,25.65
HPAP-004,Head of pancreas,ROI3,cd8_t,120,24.94
HPAP-004,Head of pancreas,ROI3,cd8_t,130,24.66
HPAP-004,Head of pancreas,ROI3,cd8_t,140,24.38
HPAP-004,Head of pancreas,ROI3,cd8_t,150,23.23
HPAP-004,Head of pancreas,ROI3,cd8_t,160,22.1
HPAP-004,Head of pancreas,ROI3,cd8_t,170,20.71
HPAP-004,Head of pancreas,ROI3,cd8_t,180,19.65
HPAP-004,Head of pancreas,ROI3,cd8_t,190,17.63
HPAP-004,Head of pancreas,ROI3,cd8_t,200,15.79
HPAP-004,Head of pancreas,ROI3,b_cell,10,-10.0
HPAP-004,Head of pancreas,ROI3,b_cell,20,-20.0
HPAP-004,Head of pancreas,ROI3,b_cell,30,-7.62
HPAP-004,Head of pancreas,ROI3,b_cell,40,-1.23
HPAP-004,Head of pancreas,ROI3,b_cell,50,4.83
HPAP-004,Head of pancreas,ROI3,b_cell,60,7.15
HPAP-004,Head of pancreas,ROI3,b_cell,70,4.24
HPAP-004,Head of pancreas,ROI3,b_cell,80,0.7
HPAP-004,Head of pancreas,ROI3,b_cell,90,-0.47
HPAP-004,Head of pancreas,ROI3,b_cell,100,-2.43
HPAP-004,Head of pancreas,ROI3,b_cell,110,-9.9
HPAP-004,Head of pancreas,ROI3,b_cell,120,-17.43
HPAP-004,Head of pancreas,ROI3,b_cell,130,-18.08
HPAP-004,Head of pancreas,ROI3,b_cell,140,-15.37
HPAP-004,Head of pancreas,ROI3,b_cell,150,-21.42
HPAP-004,Head of pancreas,ROI3,b_cell,160,-20.22
HPAP-004,Head of pancreas,ROI3,b_cell,170,-24.94
HPAP-004,Head of pancreas,ROI3,b_cell,180,-23.32
HPAP-004,Head of pancreas,ROI3,b_cell,190,-22.5
HPAP-004,Head of pancreas,ROI3,b_cell,200,-25.18
HPAP-004,Head of pancreas,ROI3,macrophage,10,2.78
HPAP-004,Head of pancreas,ROI3,macrophage,20,13.46
HPAP-004,Head of pancreas,ROI3,macrophage,30,19.96
HPAP-004,Head of pancreas,ROI3,macrophage,40,20.71
HPAP-004,Head of pancreas,ROI3,macrophage,50,22.77
HPAP-004,Head of pancreas,ROI3,macrophage,60,24.21
HPAP-004,Head of pancreas,ROI3,macrophage,70,25.51
HPAP-004,Head of pancreas,ROI3,macrophage,80,26.26
HPAP-004,Head of pancreas,ROI3,macrophage,90,26.62
HPAP-004,Head of pancreas,ROI3,macrophage,100,26.41
HPAP-004,Head of pancreas,ROI3,macrophage,110,24.72
HPAP-004,Head of pancreas,ROI3,macrophage,120,21.15
HPAP-004,Head of pancreas,ROI3,macrophage,130,19.57
HPAP-004,Head of pancreas,ROI3,macrophage,140,18.29
HPAP-004,Head of pancreas,ROI3,macrophage,150,15.63
HPAP-004,Head of pancreas,ROI3,macrophage,160,11.99
HPAP-004,Head of pancreas,ROI3,macrophage,170,9.62
HPAP-004,Head of pancreas,ROI3,macrophage,180,6.19
HPAP-004,Head of pancreas,ROI3,macrophage,190,4.34
HPAP-004,Head of pancreas,ROI3,macrophage,200,1.3
HPAP-004,Head of pancreas,ROI3,other_immune,10,-4.49
