donor,region,roi,subtype,r_um,L_minus_r
HPAP-042,Tail of pancreas,ROI1,mdsc,130,-66.39
HPAP-042,Tail of pancreas,ROI1,mdsc,140,-12.77
HPAP-042,Tail of pancreas,ROI1,mdsc,150,-7.76
HPAP-042,Tail of pancreas,ROI1,mdsc,160,8.3
HPAP-042,Tail of pancreas,ROI1,mdsc,170,9.92
HPAP-042,Tail of pancreas,ROI1,mdsc,180,-0.08
HPAP-042,Tail of pancreas,ROI1,mdsc,190,20.98
HPAP-042,Tail of pancreas,ROI1,mdsc,200,20.36
HPAP-042,Tail of pancreas,ROI1,other_immune,10,-1.09
HPAP-042,Tail of pancreas,ROI1,other_immune,20,7.85
HPAP-042,Tail of pancreas,ROI1,other_immune,30,11.61
HPAP-042,Tail of pancreas,ROI1,other_immune,40,12.69
HPAP-042,Tail of pancreas,ROI1,other_immune,50,14.36
HPAP-042,Tail of pancreas,ROI1,other_immune,60,15.86
HPAP-042,Tail of pancreas,ROI1,other_immune,70,17.03
HPAP-042,Tail of pancreas,ROI1,other_immune,80,17.76
HPAP-042,Tail of pancreas,ROI1,other_immune,90,18.28
HPAP-042,Tail of pancreas,ROI1,other_immune,100,18.02
HPAP-042,Tail of pancreas,ROI1,other_immune,110,17.31
HPAP-042,Tail of pancreas,ROI1,other_immune,120,16.35
HPAP-042,Tail of pancreas,ROI1,other_immune,130,14.63
HPAP-042,Tail of pancreas,ROI1,other_immune,140,13.22
HPAP-042,Tail of pancreas,ROI1,other_immune,150,11.28
HPAP-042,Tail of pancreas,ROI1,other_immune,160,9.32
HPAP-042,Tail of pancreas,ROI1,other_immune,170,6.94
HPAP-042,Tail of pancreas,ROI1,other_immune,180,4.94
HPAP-042,Tail of pancreas,ROI1,other_immune,190,2.42
HPAP-042,Tail of pancreas,ROI1,other_immune,200,0.24
HPAP-042,Tail of pancreas,ROI1,endothelial,10,4.13
HPAP-042,Tail of pancreas,ROI1,endothelial,20,25.69
HPAP-042,Tail of pancreas,ROI1,endothelial,30,33.62
HPAP-042,Tail of pancreas,ROI1,endothelial,40,38.55
HPAP-042,Tail of pancreas,ROI1,endothelial,50,41.17
HPAP-042,Tail of pancreas,ROI1,endothelial,60,43.22
HPAP-042,Tail of pancreas,ROI1,endothelial,70,43.6
HPAP-042,Tail of pancreas,ROI1,endothelial,80,44.5
HPAP-042,Tail of pancreas,ROI1,endothelial,90,42.82
HPAP-042,Tail of pancreas,ROI1,endothelial,100,40.52
HPAP-042,Tail of pancreas,ROI1,endothelial,110,38.01
HPAP-042,Tail of pancreas,ROI1,endothelial,120,36.41
HPAP-042,Tail of pancreas,ROI1,endothelial,130,35.71
HPAP-042,Tail of pancreas,ROI1,endothelial,140,34.1
HPAP-042,Tail of pancreas,ROI1,endothelial,150,33.53
HPAP-042,Tail of pancreas,ROI1,endothelial,160,30.57
HPAP-042,Tail of pancreas,ROI1,endothelial,170,27.67
HPAP-042,Tail of pancreas,ROI1,endothelial,180,24.89
HPAP-042,Tail of pancreas,ROI1,endothelial,190,22.33
HPAP-042,Tail of pancreas,ROI1,endothelial,200,19.76
HPAP-042,Tail of pancreas,ROI2,b_cell,10,-10.0
HPAP-042,Tail of pancreas,ROI2,b_cell,20,55.87
HPAP-042,Tail of pancreas,ROI2,b_cell,30,45.87
HPAP-042,Tail of pancreas,ROI2,b_cell,40,35.87
HPAP-042,Tail of pancreas,ROI2,b_cell,50,25.87
HPAP-042,Tail of pancreas,ROI2,b_cell,60,15.87
HPAP-042,Tail of pancreas,ROI2,b_cell,70,5.87
HPAP-042,Tail of pancreas,ROI2,b_cell,80,-4.13
HPAP-042,Tail of pancreas,ROI2,b_cell,90,-14.13
HPAP-042,Tail of pancreas,ROI2,b_cell,100,-24.13
HPAP-042,Tail of pancreas,ROI2,b_cell,110,21.41
HPAP-042,Tail of pancreas,ROI2,b_cell,120,11.41
HPAP-042,Tail of pancreas,ROI2,b_cell,130,1.41
HPAP-042,Tail of pancreas,ROI2,b_cell,140,-8.59
HPAP-042,Tail of pancreas,ROI2,b_cell,150,-18.59
HPAP-042,Tail of pancreas,ROI2,b_cell,160,-28.59
HPAP-042,Tail of pancreas,ROI2,b_cell,170,-38.59
HPAP-042,Tail of pancreas,ROI2,b_cell,180,-28.26
HPAP-042,Tail of pancreas,ROI2,b_cell,190,-38.26
HPAP-042,Tail of pancreas,ROI2,b_cell,200,-48.26
HPAP-042,Tail of pancreas,ROI2,macrophage,10,-10.0
HPAP-042,Tail of pancreas,ROI2,macrophage,20,32.02
HPAP-042,Tail of pancreas,ROI2,macrophage,30,22.02
HPAP-042,Tail of pancreas,ROI2,macrophage,40,20.07
HPAP-042,Tail of pancreas,ROI2,macrophage,50,23.57
HPAP-042,Tail of pancreas,ROI2,macrophage,60,24.95
HPAP-042,Tail of pancreas,ROI2,macrophage,70,20.1
HPAP-042,Tail of pancreas,ROI2,macrophage,80,14.97
HPAP-042,Tail of pancreas,ROI2,macrophage,90,14.04
HPAP-042,Tail of pancreas,ROI2,macrophage,100,8.29
HPAP-042,Tail of pancreas,ROI2,macrophage,110,2.38
HPAP-042,Tail of pancreas,ROI2,macrophage,120,0.13
HPAP-042,Tail of pancreas,ROI2,macrophage,130,-6.17
HPAP-042,Tail of pancreas,ROI2,macrophage,140,-5.69
HPAP-042,Tail of pancreas,ROI2,macrophage,150,-9.13
HPAP-042,Tail of pancreas,ROI2,macrophage,160,-12.87
HPAP-042,Tail of pancreas,ROI2,macrophage,170,-5.5
HPAP-042,Tail of pancreas,ROI2,macrophage,180,-12.78
HPAP-042,Tail of pancreas,ROI2,macrophage,190,-14.88
HPAP-042,Tail of pancreas,ROI2,macrophage,200,-12.44
HPAP-042,Tail of pancreas,ROI2,mdsc,10,-10.0
HPAP-042,Tail of pancreas,ROI2,mdsc,20,-20.0
HPAP-042,Tail of pancreas,ROI2,mdsc,30,-30.0
HPAP-042,Tail of pancreas,ROI2,mdsc,40,-40.0
HPAP-042,Tail of pancreas,ROI2,mdsc,50,-50.0
HPAP-042,Tail of pancreas,ROI2,mdsc,60,-60.0
HPAP-042,Tail of pancreas,ROI2,mdsc,70,5.87
HPAP-042,Tail of pancreas,ROI2,mdsc,80,27.3
HPAP-042,Tail of pancreas,ROI2,mdsc,90,17.3
HPAP-042,Tail of pancreas,ROI2,mdsc,100,7.3
HPAP-042,Tail of pancreas,ROI2,mdsc,110,-2.7
HPAP-042,Tail of pancreas,ROI2,mdsc,120,-12.7
HPAP-042,Tail of pancreas,ROI2,mdsc,130,-22.7
HPAP-042,Tail of pancreas,ROI2,mdsc,140,-32.7
HPAP-042,Tail of pancreas,ROI2,mdsc,150,-18.59
HPAP-042,Tail of pancreas,ROI2,mdsc,160,-28.59
HPAP-042,Tail of pancreas,ROI2,mdsc,170,-18.26
HPAP-042,Tail of pancreas,ROI2,mdsc,180,-28.26
HPAP-042,Tail of pancreas,ROI2,mdsc,190,-20.35
HPAP-042,Tail of pancreas,ROI2,mdsc,200,-30.35
HPAP-042,Tail of pancreas,ROI2,other_immune,10,-2.36
HPAP-042,Tail of pancreas,ROI2,other_immune,20,3.79
HPAP-042,Tail of pancreas,ROI2,other_immune,30,5.76
HPAP-042,Tail of pancreas,ROI2,other_immune,40,7.12
HPAP-042,Tail of pancreas,ROI2,other_immune,50,8.25
HPAP-042,Tail of pancreas,ROI2,other_immune,60,9.4
HPAP-042,Tail of pancreas,ROI2,other_immune,70,10.23
HPAP-042,Tail of pancreas,ROI2,other_immune,80,10.96
HPAP-042,Tail of pancreas,ROI2,other_immune,90,10.81
HPAP-042,Tail of pancreas,ROI2,other_immune,100,11.57
HPAP-042,Tail of pancreas,ROI2,other_immune,110,11.38
HPAP-042,Tail of pancreas,ROI2,other_immune,120,11.42
HPAP-042,Tail of pancreas,ROI2,other_immune,130,11.04
HPAP-042,Tail of pancreas,ROI2,other_immune,140,10.65
HPAP-042,Tail of pancreas,ROI2,other_immune,150,10.51
HPAP-042,Tail of pancreas,ROI2,other_immune,160,9.88
HPAP-042,Tail of pancreas,ROI2,other_immune,170,8.95
HPAP-042,Tail of pancreas,ROI2,other_immune,180,7.79
HPAP-042,Tail of pancreas,ROI2,other_immune,190,6.88
HPAP-042,Tail of pancreas,ROI2,other_immune,200,5.6
HPAP-046,Body of pancreas,ROI1,macrophage,10,-10.0
HPAP-046,Body of pancreas,ROI1,macrophage,20,27.85
HPAP-046,Body of pancreas,ROI1,macrophage,30,28.6
HPAP-046,Body of pancreas,ROI1,macrophage,40,27.67
HPAP-046,Body of pancreas,ROI1,macrophage,50,25.65
HPAP-046,Body of pancreas,ROI1,macrophage,60,22.87
HPAP-046,Body of pancreas,ROI1,macrophage,70,25.7
HPAP-046,Body of pancreas,ROI1,macrophage,80,21.5
HPAP-046,Body of pancreas,ROI1,macrophage,90,22.21
HPAP-046,Body of pancreas,ROI1,macrophage,100,26.59
HPAP-046,Body of pancreas,ROI1,macrophage,110,21.04
HPAP-046,Body of pancreas,ROI1,macrophage,120,19.5
HPAP-046,Body of pancreas,ROI1,macrophage,130,17.48
HPAP-046,Body of pancreas,ROI1,macrophage,140,18.69
HPAP-046,Body of pancreas,ROI1,macrophage,150,12.26
HPAP-046,Body of pancreas,ROI1,macrophage,160,9.17
HPAP-046,Body of pancreas,ROI1,macrophage,170,5.8
HPAP-046,Body of pancreas,ROI1,macrophage,180,5.31
HPAP-046,Body of pancreas,ROI1,macrophage,190,4.36
HPAP-046,Body of pancreas,ROI1,macrophage,200,3.0
HPAP-046,Body of pancreas,ROI1,mdsc,10,7.99
HPAP-046,Body of pancreas,ROI1,mdsc,20,25.44
HPAP-046,Body of pancreas,ROI1,mdsc,30,33.54
HPAP-046,Body of pancreas,ROI1,mdsc,40,42.34
HPAP-046,Body of pancreas,ROI1,mdsc,50,46.87
HPAP-046,Body of pancreas,ROI1,mdsc,60,51.86
HPAP-046,Body of pancreas,ROI1,mdsc,70,55.31
HPAP-046,Body of pancreas,ROI1,mdsc,80,58.4
HPAP-046,Body of pancreas,ROI1,mdsc,90,59.07
HPAP-046,Body of pancreas,ROI1,mdsc,100,59.89
HPAP-046,Body of pancreas,ROI1,mdsc,110,58.98
HPAP-046,Body of pancreas,ROI1,mdsc,120,58.08
HPAP-046,Body of pancreas,ROI1,mdsc,130,56.45
HPAP-046,Body of pancreas,ROI1,mdsc,140,53.79
HPAP-046,Body of pancreas,ROI1,mdsc,150,51.04
HPAP-046,Body of pancreas,ROI1,mdsc,160,47.53
HPAP-046,Body of pancreas,ROI1,mdsc,170,44.79
HPAP-046,Body of pancreas,ROI1,mdsc,180,41.26
HPAP-046,Body of pancreas,ROI1,mdsc,190,38.32
HPAP-046,Body of pancreas,ROI1,mdsc,200,35.4
HPAP-046,Body of pancreas,ROI1,other_immune,10,2.16
HPAP-046,Body of pancreas,ROI1,other_immune,20,10.25
HPAP-046,Body of pancreas,ROI1,other_immune,30,14.78
HPAP-046,Body of pancreas,ROI1,other_immune,40,17.52
HPAP-046,Body of pancreas,ROI1,other_immune,50,18.98
HPAP-046,Body of pancreas,ROI1,other_immune,60,19.09
HPAP-046,Body of pancreas,ROI1,other_immune,70,19.09
HPAP-046,Body of pancreas,ROI1,other_immune,80,20.36
HPAP-046,Body of pancreas,ROI1,other_immune,90,20.78
HPAP-046,Body of pancreas,ROI1,other_immune,100,20.6
HPAP-046,Body of pancreas,ROI1,other_immune,110,19.4
HPAP-046,Body of pancreas,ROI1,other_immune,120,18.1
HPAP-046,Body of pancreas,ROI1,other_immune,130,17.45
HPAP-046,Body of pancreas,ROI1,other_immune,140,15.95
HPAP-046,Body of pancreas,ROI1,other_immune,150,13.98
HPAP-046,Body of pancreas,ROI1,other_immune,160,11.47
HPAP-046,Body of pancreas,ROI1,other_immune,170,8.63
HPAP-046,Body of pancreas,ROI1,other_immune,180,5.88
HPAP-046,Body of pancreas,ROI1,other_immune,190,3.64
HPAP-046,Body of pancreas,ROI1,other_immune,200,0.77
HPAP-046,Body of pancreas,ROI2,cd4_t,10,44.89
HPAP-046,Body of pancreas,ROI2,cd4_t,20,34.89
HPAP-046,Body of pancreas,ROI2,cd4_t,30,47.63
HPAP-046,Body of pancreas,ROI2,cd4_t,40,37.63
HPAP-046,Body of pancreas,ROI2,cd4_t,50,72.74
HPAP-046,Body of pancreas,ROI2,cd4_t,60,74.46
HPAP-046,Body of pancreas,ROI2,cd4_t,70,64.46
HPAP-046,Body of pancreas,ROI2,cd4_t,80,54.46
HPAP-046,Body of pancreas,ROI2,cd4_t,90,55.23
HPAP-046,Body of pancreas,ROI2,cd4_t,100,64.68
HPAP-046,Body of pancreas,ROI2,cd4_t,110,87.92
HPAP-046,Body of pancreas,ROI2,cd4_t,120,85.39
HPAP-046,Body of pancreas,ROI2,cd4_t,130,89.57
HPAP-046,Body of pancreas,ROI2,cd4_t,140,86.33
HPAP-046,Body of pancreas,ROI2,cd4_t,150,76.33
HPAP-046,Body of pancreas,ROI2,cd4_t,160,66.33
HPAP-046,Body of pancreas,ROI2,cd4_t,170,62.89
HPAP-046,Body of pancreas,ROI2,cd4_t,180,65.49
HPAP-046,Body of pancreas,ROI2,cd4_t,190,61.55
HPAP-046,Body of pancreas,ROI2,cd4_t,200,57.47
HPAP-046,Body of pancreas,ROI2,cd8_t,10,-10.0
HPAP-046,Body of pancreas,ROI2,cd8_t,20,13.86
HPAP-046,Body of pancreas,ROI2,cd8_t,30,3.86
HPAP-046,Body of pancreas,ROI2,cd8_t,40,-6.14
HPAP-046,Body of pancreas,ROI2,cd8_t,50,8.64
HPAP-046,Body of pancreas,ROI2,cd8_t,60,15.71
HPAP-046,Body of pancreas,ROI2,cd8_t,70,19.58
HPAP-046,Body of pancreas,ROI2,cd8_t,80,32.29
HPAP-046,Body of pancreas,ROI2,cd8_t,90,36.68
HPAP-046,Body of pancreas,ROI2,cd8_t,100,31.13
HPAP-046,Body of pancreas,ROI2,cd8_t,110,41.42
HPAP-046,Body of pancreas,ROI2,cd8_t,120,49.29
HPAP-046,Body of pancreas,ROI2,cd8_t,130,52.33
HPAP-046,Body of pancreas,ROI2,cd8_t,140,45.45
HPAP-046,Body of pancreas,ROI2,cd8_t,150,44.5
HPAP-046,Body of pancreas,ROI2,cd8_t,160,54.13
HPAP-046,Body of pancreas,ROI2,cd8_t,170,54.59
HPAP-046,Body of pancreas,ROI2,cd8_t,180,57.0
HPAP-046,Body of pancreas,ROI2,cd8_t,190,56.49
HPAP-046,Body of pancreas,ROI2,cd8_t,200,51.1
HPAP-046,Body of pancreas,ROI2,macrophage,10,4.52
HPAP-046,Body of pancreas,ROI2,macrophage,20,22.32
HPAP-046,Body of pancreas,ROI2,macrophage,30,24.31
HPAP-046,Body of pancreas,ROI2,macrophage,40,31.11
HPAP-046,Body of pancreas,ROI2,macrophage,50,34.64
HPAP-046,Body of pancreas,ROI2,macrophage,60,34.07
HPAP-046,Body of pancreas,ROI2,macrophage,70,35.68
HPAP-046,Body of pancreas,ROI2,macrophage,80,33.84
HPAP-046,Body of pancreas,ROI2,macrophage,90,36.55
HPAP-046,Body of pancreas,ROI2,macrophage,100,37.33
HPAP-046,Body of pancreas,ROI2,macrophage,110,36.61
HPAP-046,Body of pancreas,ROI2,macrophage,120,37.35
HPAP-046,Body of pancreas,ROI2,macrophage,130,37.72
HPAP-046,Body of pancreas,ROI2,macrophage,140,34.8
HPAP-046,Body of pancreas,ROI2,macrophage,150,32.75
HPAP-046,Body of pancreas,ROI2,macrophage,160,30.65
HPAP-046,Body of pancreas,ROI2,macrophage,170,28.5
HPAP-046,Body of pancreas,ROI2,macrophage,180,25.54
HPAP-046,Body of pancreas,ROI2,macrophage,190,22.6
HPAP-046,Body of pancreas,ROI2,macrophage,200,19.19
HPAP-046,Body of pancreas,ROI2,mdsc,10,-2.16
HPAP-046,Body of pancreas,ROI2,mdsc,20,4.16
HPAP-046,Body of pancreas,ROI2,mdsc,30,6.35
HPAP-046,Body of pancreas,ROI2,mdsc,40,6.05
HPAP-046,Body of pancreas,ROI2,mdsc,50,8.93
HPAP-046,Body of pancreas,ROI2,mdsc,60,9.46
HPAP-046,Body of pancreas,ROI2,mdsc,70,10.52
HPAP-046,Body of pancreas,ROI2,mdsc,80,9.38
HPAP-046,Body of pancreas,ROI2,mdsc,90,7.92
HPAP-046,Body of pancreas,ROI2,mdsc,100,7.78
HPAP-046,Body of pancreas,ROI2,mdsc,110,5.75
HPAP-046,Body of pancreas,ROI2,mdsc,120,3.71
HPAP-046,Body of pancreas,ROI2,mdsc,130,2.35
HPAP-046,Body of pancreas,ROI2,mdsc,140,2.74
HPAP-046,Body of pancreas,ROI2,mdsc,150,1.0
HPAP-046,Body of pancreas,ROI2,mdsc,160,-1.26
HPAP-046,Body of pancreas,ROI2,mdsc,170,-4.35
HPAP-046,Body of pancreas,ROI2,mdsc,180,-5.67
HPAP-046,Body of pancreas,ROI2,mdsc,190,-7.49
HPAP-046,Body of pancreas,ROI2,mdsc,200,-9.58
HPAP-046,Body of pancreas,ROI2,other_immune,10,-2.36
HPAP-046,Body of pancreas,ROI2,other_immune,20,3.41
HPAP-046,Body of pancreas,ROI2,other_immune,30,5.72
HPAP-046,Body of pancreas,ROI2,other_immune,40,6.89
HPAP-046,Body of pancreas,ROI2,other_immune,50,7.13
HPAP-046,Body of pancreas,ROI2,other_immune,60,7.34
HPAP-046,Body of pancreas,ROI2,other_immune,70,7.4
HPAP-046,Body of pancreas,ROI2,other_immune,80,7.56
HPAP-046,Body of pancreas,ROI2,other_immune,90,7.2
HPAP-046,Body of pancreas,ROI2,other_immune,100,6.77
HPAP-046,Body of pancreas,ROI2,other_immune,110,6.3
HPAP-046,Body of pancreas,ROI2,other_immune,120,5.75
HPAP-046,Body of pancreas,ROI2,other_immune,130,5.43
HPAP-046,Body of pancreas,ROI2,other_immune,140,4.78
HPAP-046,Body of pancreas,ROI2,other_immune,150,3.63
HPAP-046,Body of pancreas,ROI2,other_immune,160,2.31
HPAP-046,Body of pancreas,ROI2,other_immune,170,0.89
HPAP-046,Body of pancreas,ROI2,other_immune,180,-0.64
HPAP-046,Body of pancreas,ROI2,other_immune,190,-2.04
HPAP-046,Body of pancreas,ROI2,other_immune,200,-3.46
HPAP-046,Body of pancreas,ROI3,cd8_t,10,73.84
HPAP-046,Body of pancreas,ROI3,cd8_t,20,98.57
HPAP-046,Body of pancreas,ROI3,cd8_t,30,88.57
HPAP-046,Body of pancreas,ROI3,cd8_t,40,78.57
HPAP-046,Body of pancreas,ROI3,cd8_t,50,68.57
HPAP-046,Body of pancreas,ROI3,cd8_t,60,58.57
HPAP-046,Body of pancreas,ROI3,cd8_t,70,48.57
HPAP-046,Body of pancreas,ROI3,cd8_t,80,38.57
HPAP-046,Body of pancreas,ROI3,cd8_t,90,28.57
HPAP-046,Body of pancreas,ROI3,cd8_t,100,18.57
HPAP-046,Body of pancreas,ROI3,cd8_t,110,8.57
HPAP-046,Body of pancreas,ROI3,cd8_t,120,-1.43
HPAP-046,Body of pancreas,ROI3,cd8_t,130,-11.43
HPAP-046,Body of pancreas,ROI3,cd8_t,140,-21.43
HPAP-046,Body of pancreas,ROI3,cd8_t,150,-31.43
HPAP-046,Body of pancreas,ROI3,cd8_t,160,-41.43
HPAP-046,Body of pancreas,ROI3,cd8_t,170,-51.43
HPAP-046,Body of pancreas,ROI3,cd8_t,180,-61.43
HPAP-046,Body of pancreas,ROI3,cd8_t,190,-22.32
HPAP-046,Body of pancreas,ROI3,cd8_t,200,5.37
HPAP-046,Body of pancreas,ROI3,macrophage,10,1.96
HPAP-046,Body of pancreas,ROI3,macrophage,20,13.83
HPAP-046,Body of pancreas,ROI3,macrophage,30,16.32
HPAP-046,Body of pancreas,ROI3,macrophage,40,16.1
HPAP-046,Body of pancreas,ROI3,macrophage,50,15.51
HPAP-046,Body of pancreas,ROI3,macrophage,60,12.76
HPAP-046,Body of pancreas,ROI3,macrophage,70,6.59
HPAP-046,Body of pancreas,ROI3,macrophage,80,6.25
HPAP-046,Body of pancreas,ROI3,macrophage,90,1.87
HPAP-046,Body of pancreas,ROI3,macrophage,100,0.79
HPAP-046,Body of pancreas,ROI3,macrophage,110,-1.69
HPAP-046,Body of pancreas,ROI3,macrophage,120,0.8
HPAP-046,Body of pancreas,ROI3,macrophage,130,1.03
HPAP-046,Body of pancreas,ROI3,macrophage,140,-3.62
HPAP-046,Body of pancreas,ROI3,macrophage,150,-0.61
HPAP-046,Body of pancreas,ROI3,macrophage,160,-0.87
HPAP-046,Body of pancreas,ROI3,macrophage,170,-3.4
HPAP-046,Body of pancreas,ROI3,macrophage,180,-5.44
HPAP-046,Body of pancreas,ROI3,macrophage,190,-10.98
HPAP-046,Body of pancreas,ROI3,macrophage,200,-12.02
HPAP-046,Body of pancreas,ROI3,mdsc,10,2.39
HPAP-046,Body of pancreas,ROI3,mdsc,20,15.92
HPAP-046,Body of pancreas,ROI3,mdsc,30,22.58
HPAP-046,Body of pancreas,ROI3,mdsc,40,26.05
HPAP-046,Body of pancreas,ROI3,mdsc,50,26.0
HPAP-046,Body of pancreas,ROI3,mdsc,60,26.93
HPAP-046,Body of pancreas,ROI3,mdsc,70,28.37
HPAP-046,Body of pancreas,ROI3,mdsc,80,29.74
HPAP-046,Body of pancreas,ROI3,mdsc,90,31.56
HPAP-046,Body of pancreas,ROI3,mdsc,100,34.52
HPAP-046,Body of pancreas,ROI3,mdsc,110,35.49
HPAP-046,Body of pancreas,ROI3,mdsc,120,36.18
HPAP-046,Body of pancreas,ROI3,mdsc,130,36.47
HPAP-046,Body of pancreas,ROI3,mdsc,140,38.06
HPAP-046,Body of pancreas,ROI3,mdsc,150,39.92
HPAP-046,Body of pancreas,ROI3,mdsc,160,40.92
HPAP-046,Body of pancreas,ROI3,mdsc,170,43.38
HPAP-046,Body of pancreas,ROI3,mdsc,180,42.26
HPAP-046,Body of pancreas,ROI3,mdsc,190,42.33
HPAP-046,Body of pancreas,ROI3,mdsc,200,42.81
HPAP-046,Body of pancreas,ROI3,other_immune,10,-2.53
HPAP-046,Body of pancreas,ROI3,other_immune,20,3.4
HPAP-046,Body of pancreas,ROI3,other_immune,30,4.19
HPAP-046,Body of pancreas,ROI3,other_immune,40,4.5
HPAP-046,Body of pancreas,ROI3,other_immune,50,4.93
HPAP-046,Body of pancreas,ROI3,other_immune,60,5.25
HPAP-046,Body of pancreas,ROI3,other_immune,70,5.47
HPAP-046,Body of pancreas,ROI3,other_immune,80,5.72
HPAP-046,Body of pancreas,ROI3,other_immune,90,5.58
HPAP-046,Body of pancreas,ROI3,other_immune,100,4.87
HPAP-046,Body of pancreas,ROI3,other_immune,110,4.07
HPAP-046,Body of pancreas,ROI3,other_immune,120,2.75
HPAP-046,Body of pancreas,ROI3,other_immune,130,1.33
HPAP-046,Body of pancreas,ROI3,other_immune,140,-0.05
HPAP-046,Body of pancreas,ROI3,other_immune,150,-1.32
HPAP-046,Body of pancreas,ROI3,other_immune,160,-3.02
HPAP-046,Body of pancreas,ROI3,other_immune,170,-5.33
HPAP-046,Body of pancreas,ROI3,other_immune,180,-7.75
HPAP-046,Body of pancreas,ROI3,other_immune,190,-10.06
HPAP-046,Body of pancreas,ROI3,other_immune,200,-12.05
HPAP-046,Head of pancreas,ROI1,cd8_t,10,25.35
HPAP-046,Head of pancreas,ROI1,cd8_t,20,15.35
HPAP-046,Head of pancreas,ROI1,cd8_t,30,31.24
HPAP-046,Head of pancreas,ROI1,cd8_t,40,21.24
HPAP-046,Head of pancreas,ROI1,cd8_t,50,20.71
HPAP-046,Head of pancreas,ROI1,cd8_t,60,19.05
HPAP-046,Head of pancreas,ROI1,cd8_t,70,16.6
HPAP-046,Head of pancreas,ROI1,cd8_t,80,13.54
HPAP-046,Head of pancreas,ROI1,cd8_t,90,10.0
HPAP-046,Head of pancreas,ROI1,cd8_t,100,11.8
HPAP-046,Head of pancreas,ROI1,cd8_t,110,17.47
HPAP-046,Head of pancreas,ROI1,cd8_t,120,21.42
HPAP-046,Head of pancreas,ROI1,cd8_t,130,28.11
HPAP-046,Head of pancreas,ROI1,cd8_t,140,29.55
HPAP-046,Head of pancreas,ROI1,cd8_t,150,19.55
HPAP-046,Head of pancreas,ROI1,cd8_t,160,13.2
HPAP-046,Head of pancreas,ROI1,cd8_t,170,10.27
HPAP-046,Head of pancreas,ROI1,cd8_t,180,3.71
HPAP-046,Head of pancreas,ROI1,cd8_t,190,3.64
HPAP-046,Head of pancreas,ROI1,cd8_t,200,9.16
HPAP-046,Head of pancreas,ROI1,macrophage,10,7.17
HPAP-046,Head of pancreas,ROI1,macrophage,20,14.34
HPAP-046,Head of pancreas,ROI1,macrophage,30,12.06
HPAP-046,Head of pancreas,ROI1,macrophage,40,14.3
HPAP-046,Head of pancreas,ROI1,macrophage,50,16.5
HPAP-046,Head of pancreas,ROI1,macrophage,60,14.85
HPAP-046,Head of pancreas,ROI1,macrophage,70,24.83
HPAP-046,Head of pancreas,ROI1,macrophage,80,18.64
HPAP-046,Head of pancreas,ROI1,macrophage,90,17.23
HPAP-046,Head of pancreas,ROI1,macrophage,100,19.58
HPAP-046,Head of pancreas,ROI1,macrophage,110,16.77
HPAP-046,Head of pancreas,ROI1,macrophage,120,13.01
HPAP-046,Head of pancreas,ROI1,macrophage,130,14.18
HPAP-046,Head of pancreas,ROI1,macrophage,140,11.17
HPAP-046,Head of pancreas,ROI1,macrophage,150,7.38
HPAP-046,Head of pancreas,ROI1,macrophage,160,3.35
HPAP-046,Head of pancreas,ROI1,macrophage,170,2.14
HPAP-046,Head of pancreas,ROI1,macrophage,180,1.32
HPAP-046,Head of pancreas,ROI1,macrophage,190,1.98
HPAP-046,Head of pancreas,ROI1,macrophage,200,2.08
HPAP-046,Head of pancreas,ROI1,mdsc,10,4.07
HPAP-046,Head of pancreas,ROI1,mdsc,20,13.97
HPAP-046,Head of pancreas,ROI1,mdsc,30,16.29
HPAP-046,Head of pancreas,ROI1,mdsc,40,14.47
HPAP-046,Head of pancreas,ROI1,mdsc,50,15.72
HPAP-046,Head of pancreas,ROI1,mdsc,60,14.2
HPAP-046,Head of pancreas,ROI1,mdsc,70,15.75
HPAP-046,Head of pancreas,ROI1,mdsc,80,15.74
HPAP-046,Head of pancreas,ROI1,mdsc,90,14.47
HPAP-046,Head of pancreas,ROI1,mdsc,100,13.4
HPAP-046,Head of pancreas,ROI1,mdsc,110,14.49
HPAP-046,Head of pancreas,ROI1,mdsc,120,14.54
HPAP-046,Head of pancreas,ROI1,mdsc,130,14.81
HPAP-046,Head of pancreas,ROI1,mdsc,140,17.78
HPAP-046,Head of pancreas,ROI1,mdsc,150,18.1
HPAP-046,Head of pancreas,ROI1,mdsc,160,17.35
HPAP-046,Head of pancreas,ROI1,mdsc,170,17.04
HPAP-046,Head of pancreas,ROI1,mdsc,180,15.9
HPAP-046,Head of pancreas,ROI1,mdsc,190,14.87
HPAP-046,Head of pancreas,ROI1,mdsc,200,13.46
HPAP-046,Head of pancreas,ROI1,other_immune,10,-1.58
HPAP-046,Head of pancreas,ROI1,other_immune,20,2.46
HPAP-046,Head of pancreas,ROI1,other_immune,30,3.36
HPAP-046,Head of pancreas,ROI1,other_immune,40,4.15
HPAP-046,Head of pancreas,ROI1,other_immune,50,4.53
HPAP-046,Head of pancreas,ROI1,other_immune,60,3.76
HPAP-046,Head of pancreas,ROI1,other_immune,70,2.86
HPAP-046,Head of pancreas,ROI1,other_immune,80,2.18
HPAP-046,Head of pancreas,ROI1,other_immune,90,1.64
HPAP-046,Head of pancreas,ROI1,other_immune,100,0.81
HPAP-046,Head of pancreas,ROI1,other_immune,110,-0.19
HPAP-046,Head of pancreas,ROI1,other_immune,120,-0.93
HPAP-046,Head of pancreas,ROI1,other_immune,130,-1.88
