agent_type,agent_id,x,y,z,cell_state,additional_info
CANCER,1,19,25,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,2,20,22,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,3,20,23,21,PROGENITOR,divideCD=3;divideFlag=1
CANCER,4,21,21,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,5,20,23,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,6,21,23,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,7,20,24,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,8,21,23,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,9,19,23,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,10,20,25,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,11,21,25,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,12,19,24,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,13,20,25,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,14,20,25,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,15,20,26,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,16,22,25,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,17,21,25,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,18,20,25,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,19,21,24,30,PROGENITOR,divideCD=3;divideFlag=1
CANCER,20,21,26,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,21,20,26,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,22,21,26,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,23,20,27,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,24,20,28,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,25,20,28,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,26,20,28,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,27,21,27,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,28,20,28,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,29,21,27,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,30,20,29,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,31,22,20,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,32,22,21,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,33,23,21,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,34,21,22,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,35,20,21,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,36,22,22,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,37,22,22,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,38,22,23,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,39,22,24,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,40,21,23,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,41,20,23,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,42,21,23,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,43,21,23,30,PROGENITOR,divideCD=3;divideFlag=1
CANCER,44,23,24,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,45,21,24,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,46,22,25,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,47,20,24,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,48,22,24,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,49,21,24,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,50,22,24,30,PROGENITOR,divideCD=3;divideFlag=1
CANCER,51,23,24,20,PROGENITOR,divideCD=3;divideFlag=1
CANCER,52,22,24,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,53,21,25,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,54,21,25,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,55,22,24,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,56,22,25,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,57,22,26,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,58,22,26,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,59,23,25,31,PROGENITOR,divideCD=3;divideFlag=1
CANCER,60,22,26,21,PROGENITOR,divideCD=3;divideFlag=1
CANCER,61,20,26,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,62,22,27,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,63,22,26,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,64,22,26,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,65,21,26,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,66,21,25,29,PROGENITOR,divideCD=3;divideFlag=1
CANCER,67,22,27,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,68,22,27,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,69,20,27,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,70,22,27,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,71,21,27,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,72,22,27,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,73,20,28,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,74,23,28,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,75,21,28,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,76,22,29,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,77,21,29,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,78,21,27,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,79,22,30,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,80,22,20,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,81,23,20,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,82,20,21,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,83,23,21,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,84,22,22,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,85,23,20,21,PROGENITOR,divideCD=3;divideFlag=1
CANCER,86,23,21,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,87,22,22,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,88,22,21,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,89,21,22,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,90,23,23,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,91,22,21,28,PROGENITOR,divideCD=3;divideFlag=1
CANCER,92,23,22,21,PROGENITOR,divideCD=3;divideFlag=1
CANCER,93,23,23,21,PROGENITOR,divideCD=3;divideFlag=1
CANCER,94,23,23,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,95,23,23,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,96,22,23,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,97,23,22,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,98,23,23,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,99,23,24,29,PROGENITOR,divideCD=3;divideFlag=1
CANCER,100,22,22,29,PROGENITOR,divideCD=3;divideFlag=1
CANCER,101,22,25,20,PROGENITOR,divideCD=3;divideFlag=1
CANCER,102,24,24,22,PROGENITOR,divideCD=3;divideFlag=1
CANCER,103,23,25,23,PROGENITOR,divideCD=3;divideFlag=1
CANCER,104,23,24,24,PROGENITOR,divideCD=3;divideFlag=1
CANCER,105,23,24,25,PROGENITOR,divideCD=3;divideFlag=1
CANCER,106,23,23,26,PROGENITOR,divideCD=3;divideFlag=1
CANCER,107,23,24,27,PROGENITOR,divideCD=3;divideFlag=1
CANCER,108,21,24,28,PROGENITOR,divideCD=3;divideFlag=1
